Model,Sampler,Tuning Stage,Threshold,ROC-AUC,Accuracy,F1-Score(1),Precision(1),Recall(1),F1-Score(0),Precision(0),Recall(0),F2-Score(1)
Logistic Regression,SMOTE,Tuned,0.6,0.8457406630297943,0.7987719787887245,0.7039014373716632,0.6939271255060728,0.7141666666666666,0.8476009300359332,0.8539182282793867,0.8413764162819974,0.7100248550124275
Logistic Regression,SMOTE,Tuned,0.65,0.8457406630297943,0.7968183086798772,0.6851211072664359,0.7122302158273381,0.66,0.850020601565719,0.8348846620801295,0.8657154846831725,0.6698240866035182
LDA,SMOTE,Baseline,0.35,0.8470387466778572,0.6681551772257884,0.640893989731199,0.5026054002842255,0.8841666666666667,0.6915693904020752,0.9055706521739131,0.5593789341166596,0.7676168427145131
LDA,SMOTE,Baseline,0.4,0.8470387466778572,0.7044376221043818,0.662200956937799,0.5364341085271318,0.865,0.7372860332423716,0.9016990291262136,0.6235837180025179,0.7706013363028953
LDA,SMOTE,Baseline,0.45,0.8470387466778572,0.7379291096846218,0.6809378185524975,0.5748709122203098,0.835,0.7776462230641724,0.8923913043478261,0.6890474192194712,0.7657038055937643
LDA,SMOTE,Baseline,0.5,0.8470387466778572,0.7655595869383198,0.6949891067538126,0.6158301158301158,0.7975,0.8096101541251133,0.8802365697387876,0.7494754511120436,0.7530689329556185
LDA,SMOTE,Baseline,0.55,0.8470387466778572,0.7811889478090985,0.6982294072363356,0.6487839771101573,0.7558333333333334,0.8283712784588442,0.8659038901601831,0.7939571968107427,0.7316876411745724
LDA,SMOTE,Baseline,0.6,0.8470387466778572,0.7940273513815239,0.6995114006514658,0.6839171974522293,0.7158333333333333,0.8433121019108281,0.8534593897722389,0.8334032731850608,0.709214002642008
LDA,SMOTE,Baseline,0.65,0.8470387466778572,0.8001674574379012,0.690846286701209,0.7168458781362007,0.6666666666666666,0.8523711340206186,0.8378597486826105,0.8673940411246328,0.676132521974307
LDA,SMOTE,Tuned,0.35,0.844812910896629,0.6684342729556237,0.6397816858702243,0.5028598665395615,0.8791666666666667,0.6928645294725957,0.9023569023569024,0.5623164078892152,0.7647144099739055
LDA,SMOTE,Tuned,0.4,0.844812910896629,0.6991348032375104,0.65625,0.53150826446281,0.8575,0.7325062034739455,0.8961748633879781,0.619387326898867,0.7638064133016627
LDA,SMOTE,Tuned,0.45,0.844812910896629,0.7331844822774212,0.677027027027027,0.5693181818181818,0.835,0.7727056585829767,0.8913878222709819,0.6819135543432648,0.7637195121951219
LDA,SMOTE,Tuned,0.5,0.844812910896629,0.7633268210996371,0.6918604651162791,0.6134020618556701,0.7933333333333333,0.8078840054372451,0.8778926637124569,0.7482165337809484,0.7493702770780857
LDA,SMOTE,Tuned,0.55,0.844812910896629,0.7803516606195925,0.6967244701348747,0.6480286738351254,0.7533333333333333,0.8278276088383286,0.8647166361974405,0.7939571968107427,0.7296206618240516
LDA,SMOTE,Tuned,0.6,0.844812910896629,0.7962601172202065,0.6990931574608409,0.6916802610114192,0.7066666666666667,0.8459915611814346,0.8506576156130674,0.8413764162819974,0.7036176568204447
LDA,SMOTE,Tuned,0.65,0.844812910896629,0.7965392129500418,0.6795604395604395,0.7190697674418605,0.6441666666666667,0.8509507258229401,0.8297448165869219,0.873268988669744,0.6578723404255319
Decision Tree,SMOTE,Baseline,0.35,0.7220084976919849,0.7175551214066425,0.6338639652677279,0.5601023017902813,0.73,0.7701044979554748,0.8395245170876672,0.7112882920688208,0.6882463859208046
Decision Tree,SMOTE,Baseline,0.4,0.7220084976919849,0.7175551214066425,0.6338639652677279,0.5601023017902813,0.73,0.7701044979554748,0.8395245170876672,0.7112882920688208,0.6882463859208046
Decision Tree,SMOTE,Baseline,0.45,0.7220084976919849,0.7175551214066425,0.6338639652677279,0.5601023017902813,0.73,0.7701044979554748,0.8395245170876672,0.7112882920688208,0.6882463859208046
Decision Tree,SMOTE,Baseline,0.5,0.7220084976919849,0.7175551214066425,0.6338639652677279,0.5601023017902813,0.73,0.7701044979554748,0.8395245170876672,0.7112882920688208,0.6882463859208046
Decision Tree,SMOTE,Baseline,0.55,0.7220084976919849,0.7172760256768071,0.6328379847770932,0.5599743425272611,0.7275,0.7701384161561152,0.8384387351778656,0.712127570289551,0.6864286837553074
Decision Tree,SMOTE,Baseline,0.6,0.7220084976919849,0.7172760256768071,0.6328379847770932,0.5599743425272611,0.7275,0.7701384161561152,0.8384387351778656,0.712127570289551,0.6864286837553074
Decision Tree,SMOTE,Baseline,0.65,0.7220084976919849,0.7175551214066425,0.6330674401740392,0.5603337612323491,0.7275,0.7704174228675136,0.8385185185185186,0.7125472093999161,0.6865366467442592
Decision Tree,SMOTE,Tuned,0.35,0.8701638341026716,0.7063912922132292,0.6653944020356234,0.5380658436213992,0.8716666666666667,0.73843858776728,0.9060402684563759,0.6231640788921528,0.7755041518386714
Decision Tree,SMOTE,Tuned,0.4,0.8701638341026716,0.7063912922132292,0.6653944020356234,0.5380658436213992,0.8716666666666667,0.73843858776728,0.9060402684563759,0.6231640788921528,0.7755041518386714
Decision Tree,SMOTE,Tuned,0.45,0.8701638341026716,0.7862126709461346,0.7113790504898266,0.6492434662998624,0.7866666666666666,0.8302304964539007,0.8797557538750587,0.7859840537138061,0.7547169811320755
Decision Tree,SMOTE,Tuned,0.5,0.8701638341026716,0.7862126709461346,0.7113790504898266,0.6492434662998624,0.7866666666666666,0.8302304964539007,0.8797557538750587,0.7859840537138061,0.7547169811320755
Decision Tree,SMOTE,Tuned,0.55,0.8701638341026716,0.7862126709461346,0.7113790504898266,0.6492434662998624,0.7866666666666666,0.8302304964539007,0.8797557538750587,0.7859840537138061,0.7547169811320755
Decision Tree,SMOTE,Tuned,0.6,0.8701638341026716,0.7862126709461346,0.7113790504898266,0.6492434662998624,0.7866666666666666,0.8302304964539007,0.8797557538750587,0.7859840537138061,0.7547169811320755
Decision Tree,SMOTE,Tuned,0.65,0.8701638341026716,0.8370080937761653,0.7521222410865874,0.7664359861591695,0.7383333333333333,0.8785862785862786,0.8706221672847136,0.8866974402014268,0.7437877770315648
Random Forest,SMOTE,Baseline,0.35,0.8505324171212758,0.6840636338264025,0.6471321695760599,0.5169322709163346,0.865,0.7139969681657403,0.8971428571428571,0.5929500629458666,0.7623384253819037
Random Forest,SMOTE,Baseline,0.4,0.8505324171212758,0.7086240580519118,0.6510695187165776,0.5435267857142857,0.8116666666666666,0.7498802108289411,0.8738135120044668,0.6567352077213596,0.7387742718446602
Random Forest,SMOTE,Baseline,0.45,0.8505324171212758,0.7499302260675411,0.6755973931933381,0.5973111395646606,0.7775,0.7965485921889192,0.867887184562098,0.7360469995803609,0.7332599811380069
Random Forest,SMOTE,Baseline,0.5,0.8505324171212758,0.7898409154339938,0.7029585798816568,0.6674157303370787,0.7425,0.8374001295616498,0.8625444839857651,0.8136802349979018,0.726161369193154
Random Forest,SMOTE,Baseline,0.55,0.8505324171212758,0.8102149037119732,0.7130801687763713,0.7222222222222222,0.7041666666666667,0.8582151793160967,0.8528802320762536,0.863617289131347,0.7077051926298158
Random Forest,SMOTE,Baseline,0.6,0.8505324171212758,0.8236114987440692,0.7165919282511211,0.7757281553398059,0.6658333333333334,0.8719611021069692,0.8429298864081473,0.9030633655056651,0.6852487135506004
Random Forest,SMOTE,Baseline,0.65,0.8505324171212758,0.8264024560424226,0.7040913415794482,0.8203991130820399,0.6166666666666667,0.877172195892575,0.8284222305110034,0.9320184641208561,0.648895124517713
Random Forest,SMOTE,Tuned,0.35,0.8576542173730591,0.6804353893385431,0.6431910252415083,0.5136884021901443,0.86,0.7106393732625726,0.8932655654383735,0.5900125891733109,0.7578205316492878
Random Forest,SMOTE,Tuned,0.4,0.8576542173730591,0.7183924085961485,0.6592367443431273,0.5542305508233958,0.8133333333333334,0.7600475624256837,0.8770581778265643,0.6705832983634075,0.7437890565462582
Random Forest,SMOTE,Tuned,0.45,0.8576542173730591,0.7596985766117779,0.6865671641791045,0.6095669036845508,0.7858333333333334,0.8051595383570944,0.8737721021611002,0.746537977339488,0.7428706475500236
Random Forest,SMOTE,Tuned,0.5,0.8576542173730591,0.7943064471113592,0.7055533359968038,0.6776669224865695,0.7358333333333333,0.8419472442633498,0.8609649122807017,0.8237515736466638,0.7234147140750451
Random Forest,SMOTE,Tuned,0.55,0.8576542173730591,0.8305888919899526,0.7288968289414918,0.7853705486044273,0.68,0.8768012989648873,0.8490566037735849,0.9064204783885859,0.698749785922247
Random Forest,SMOTE,Tuned,0.6,0.8576542173730591,0.8403572425341892,0.7314553990610329,0.8376344086021505,0.6491666666666667,0.886417791898332,0.8413117225782133,0.936634494334872,0.6797556719022687
Random Forest,SMOTE,Tuned,0.65,0.8576542173730591,0.8344962322076472,0.708025603151157,0.865222623345367,0.5991666666666666,0.8845180136319377,0.825218023255814,0.9530004196391104,0.6384301189841947
AdaBoost,SMOTE,Baseline,0.35,0.8278754021541475,0.44906502930505166,0.5462068965517242,0.37714285714285717,0.99,0.2990056818181818,0.9722863741339491,0.17666806546370123,0.7471698113207547
AdaBoost,SMOTE,Baseline,0.4,0.8278754021541475,0.5593078425900083,0.5941917244924184,0.4295800817539948,0.9633333333333334,0.5178625954198474,0.9506726457399103,0.3558539655895929,0.7715925777599787
AdaBoost,SMOTE,Baseline,0.45,0.8278754021541475,0.6946692715601451,0.6535782140595313,0.5270684371807968,0.86,0.7270459081836327,0.8966153846153846,0.6114141838019304,0.7635395087303936
AdaBoost,SMOTE,Baseline,0.5,0.8278754021541475,0.7485347474183645,0.6535947712418301,0.6067094932191291,0.7083333333333334,0.8026286966046002,0.8395967002749771,0.7687788501888376,0.6853733268827609
AdaBoost,SMOTE,Baseline,0.55,0.8278754021541475,0.7733742673737092,0.612225405921681,0.7170022371364653,0.5341666666666667,0.8399053627760252,0.7921160282632949,0.8938313050776332,0.5628731998595012
AdaBoost,SMOTE,Baseline,0.6,0.8278754021541475,0.7407200669829752,0.42760320394331486,0.8203309692671394,0.2891666666666667,0.8324012267725058,0.7300632911392405,0.9681074276122534,0.3321845682557917
AdaBoost,SMOTE,Baseline,0.65,0.8278754021541475,0.7158805470276305,0.28005657708628007,0.9252336448598131,0.165,0.8230180806675939,0.7025823686553874,0.9932857742341586,0.1974471479856402
AdaBoost,SMOTE,Tuned,0.35,0.8278754021541475,0.44906502930505166,0.5462068965517242,0.37714285714285717,0.99,0.2990056818181818,0.9722863741339491,0.17666806546370123,0.7471698113207547
AdaBoost,SMOTE,Tuned,0.4,0.8278754021541475,0.5593078425900083,0.5941917244924184,0.4295800817539948,0.9633333333333334,0.5178625954198474,0.9506726457399103,0.3558539655895929,0.7715925777599787
AdaBoost,SMOTE,Tuned,0.45,0.8278754021541475,0.6946692715601451,0.6535782140595313,0.5270684371807968,0.86,0.7270459081836327,0.8966153846153846,0.6114141838019304,0.7635395087303936
AdaBoost,SMOTE,Tuned,0.5,0.8278754021541475,0.7485347474183645,0.6535947712418301,0.6067094932191291,0.7083333333333334,0.8026286966046002,0.8395967002749771,0.7687788501888376,0.6853733268827609
AdaBoost,SMOTE,Tuned,0.55,0.8278754021541475,0.7733742673737092,0.612225405921681,0.7170022371364653,0.5341666666666667,0.8399053627760252,0.7921160282632949,0.8938313050776332,0.5628731998595012
AdaBoost,SMOTE,Tuned,0.6,0.8278754021541475,0.7407200669829752,0.42760320394331486,0.8203309692671394,0.2891666666666667,0.8324012267725058,0.7300632911392405,0.9681074276122534,0.3321845682557917
AdaBoost,SMOTE,Tuned,0.65,0.8278754021541475,0.7158805470276305,0.28005657708628007,0.9252336448598131,0.165,0.8230180806675939,0.7025823686553874,0.9932857742341586,0.1974471479856402
XGBoost,SMOTE,Baseline,0.35,0.8486566302979438,0.6857382082054144,0.6416295353278166,0.5190525231719877,0.84,0.7201789264413518,0.8829981718464351,0.6080570709190096,0.7475526549985168
XGBoost,SMOTE,Baseline,0.4,0.8486566302979438,0.7038794306447111,0.6524729773992795,0.5375067458175931,0.83,0.7420374422562607,0.8820809248554913,0.6403692824171213,0.7485344957162182
XGBoost,SMOTE,Baseline,0.45,0.8486566302979438,0.7167178342171365,0.6562817473755503,0.5527666856816885,0.8075,0.7590790410633753,0.8737704918032787,0.6710029374737726,0.7393560201434457
XGBoost,SMOTE,Baseline,0.5,0.8486566302979438,0.7298353335193971,0.6613016095171449,0.5699638118214716,0.7875,0.7753017641597029,0.8675324675324675,0.7007973143096936,0.7316506658408176
XGBoost,SMOTE,Baseline,0.55,0.8486566302979438,0.7432319285514931,0.6690647482014388,0.5886075949367089,0.775,0.7902416780665754,0.8652021967049426,0.7272345782626941,0.7288401253918495
XGBoost,SMOTE,Baseline,0.6,0.8486566302979438,0.7571867150432599,0.6789667896678967,0.609271523178808,0.7666666666666667,0.8047576301615799,0.8649300530631935,0.7524129248845992,0.7290015847860539
XGBoost,SMOTE,Baseline,0.65,0.8486566302979438,0.7636059168294725,0.6763469621704241,0.6245589273112209,0.7375,0.8138052319191031,0.8545706371191135,0.7767519932857743,0.7117580826765321
XGBoost,SMOTE,Tuned,0.35,0.8672893061966709,0.6673178900362824,0.6458704693998811,0.5018467220683287,0.9058333333333334,0.6863157894736842,0.9202540578687368,0.5472093999160722,0.7802182026988228
XGBoost,SMOTE,Tuned,0.4,0.8672893061966709,0.7122523025397711,0.6694453350432831,0.5440333507034913,0.87,0.7452433901655547,0.90625,0.6328157784305497,0.7769013246018753
XGBoost,SMOTE,Tuned,0.45,0.8672893061966709,0.7365336310354451,0.6797829036635007,0.5732265446224256,0.835,0.7761972498814604,0.8920980926430517,0.6869492236676458,0.7651191203420892
XGBoost,SMOTE,Tuned,0.5,0.8672893061966709,0.7596985766117779,0.6826391448580906,0.6120290812954395,0.7716666666666666,0.8066472041320458,0.8676328502415459,0.7536718422156945,0.7334072548709013
XGBoost,SMOTE,Tuned,0.55,0.8672893061966709,0.7929109684621826,0.7012882447665056,0.6783489096573209,0.7258333333333333,0.8415207176420333,0.8568943018703784,0.8266890474192194,0.7158119658119658
XGBoost,SMOTE,Tuned,0.6,0.8672893061966709,0.8130058610103266,0.7081881533101045,0.7417883211678832,0.6775,0.8624229979466119,0.8443908323281062,0.8812421317666806,0.6894504748982361
XGBoost,SMOTE,Tuned,0.65,0.8672893061966709,0.8367289980463299,0.7282861124013005,0.8226652675760755,0.6533333333333333,0.8833034111310593,0.8418250950570342,0.9290809903483005,0.6813836259342951
LightGBM,SMOTE,Baseline,0.35,0.8670256329556582,0.6913201228021211,0.6508838383838383,0.5238821138211383,0.8591666666666666,0.7233616808404202,0.8953560371517028,0.6067981535879144,0.7616725768321513
LightGBM,SMOTE,Baseline,0.4,0.8670256329556582,0.7100195367010885,0.6605684416857236,0.5432563138097797,0.8425,0.7468940316686967,0.8902439024390244,0.6433067561896769,0.7588950608016815
LightGBM,SMOTE,Baseline,0.45,0.8670256329556582,0.7329053865475859,0.6728205128205128,0.5704347826086956,0.82,0.7743456731902854,0.883745963401507,0.6890474192194712,0.7540229885057471
LightGBM,SMOTE,Baseline,0.5,0.8670256329556582,0.7479765559586938,0.6780748663101605,0.5925233644859813,0.7925,0.7929373996789727,0.8741152679474217,0.7255560218212337,0.7423887587822015
LightGBM,SMOTE,Baseline,0.55,0.8670256329556582,0.7630477253698018,0.6849721706864564,0.6173913043478261,0.7691666666666667,0.810109595168866,0.8673371647509579,0.7599664288711708,0.7331215250198571
LightGBM,SMOTE,Baseline,0.6,0.8670256329556582,0.7758861289422272,0.6931601069927398,0.6400846859562456,0.7558333333333334,0.823477687403825,0.8647276084949215,0.7859840537138061,0.7294515039408075
LightGBM,SMOTE,Baseline,0.65,0.8670256329556582,0.7856544794864638,0.6985871271585558,0.6602373887240356,0.7416666666666667,0.8336942399307059,0.8612975391498882,0.8078052874527906,0.7238126219908914
LightGBM,SMOTE,Tuned,0.35,0.8739746817736747,0.6315936366173598,0.6290050590219224,0.47455470737913485,0.9325,0.6341463414634146,0.9338775510204081,0.4800671422576584,0.7816429170159263
LightGBM,SMOTE,Tuned,0.4,0.8739746817736747,0.6723416131733184,0.6385467980295566,0.50634765625,0.8641666666666666,0.700357325165901,0.8938110749185668,0.575744859420898,0.7571553738317757
LightGBM,SMOTE,Tuned,0.45,0.8739746817736747,0.7370918224951158,0.6710893854748603,0.5775240384615384,0.8008333333333333,0.7810320781032078,0.8754559666492965,0.7049937054133445,0.7433477722772277
LightGBM,SMOTE,Tuned,0.5,0.8739746817736747,0.8155177225788446,0.7305340399510803,0.7150837988826816,0.7466666666666667,0.8597496286866115,0.8695278969957082,0.8501888375996642,0.7401288617214604
LightGBM,SMOTE,Tuned,0.55,0.8739746817736747,0.8331007535584706,0.7426850258175559,0.7677935943060499,0.7191666666666666,0.8764973151590252,0.8629524196827979,0.8904741921947126,0.7283929777177582
LightGBM,SMOTE,Tuned,0.6,0.8739746817736747,0.8384035724253419,0.7282965743782261,0.8335123523093448,0.6466666666666666,0.885004965243297,0.8401206636500754,0.9349559378934117,0.6770197173268191
LightGBM,SMOTE,Tuned,0.65,0.8739746817736747,0.8392408596148478,0.7168141592920354,0.8741007194244604,0.6075,0.8877630553390491,0.8286649690796654,0.955937893411666,0.646964856230032
CatBoost,SMOTE,Baseline,0.35,0.8637825220310533,0.7005302818866871,0.6590403558945027,0.5326142783769903,0.8641666666666666,0.733018163722319,0.9003667481662592,0.6181284095677717,0.7684896991255373
CatBoost,SMOTE,Baseline,0.4,0.8637825220310533,0.7105777281607591,0.658993752055245,0.5442694187941336,0.835,0.7486060606060606,0.886337543053961,0.6479227864036928,0.7544044571600662
CatBoost,SMOTE,Baseline,0.45,0.8637825220310533,0.7236952274630198,0.6646341463414634,0.559931506849315,0.8175,0.7650688182249644,0.880393227744402,0.6764582459085187,0.7486263736263736
CatBoost,SMOTE,Baseline,0.5,0.8637825220310533,0.7398827797934692,0.671830985915493,0.5817073170731707,0.795,0.7845584835876098,0.8733916623777663,0.712127570289551,0.7406832298136646
CatBoost,SMOTE,Baseline,0.55,0.8637825220310533,0.7571867150432599,0.6815519765739385,0.6077023498694517,0.7758333333333334,0.803788903924222,0.8688444661140907,0.7477968946705833,0.7351547694251421
CatBoost,SMOTE,Baseline,0.6,0.8637825220310533,0.7700251186156852,0.6874051593323217,0.6309192200557103,0.755,0.8181015452538631,0.8630647414997671,0.7775912715065044,0.7264271969211032
CatBoost,SMOTE,Baseline,0.65,0.8637825220310533,0.7806307563494278,0.6910377358490566,0.6540178571428571,0.7325,0.8299437472955431,0.8566324251898169,0.804867813680235,0.71533203125
CatBoost,SMOTE,Tuned,0.35,0.853521821233739,0.6349427853753837,0.625214899713467,0.4764192139737991,0.9091666666666667,0.6441784548422198,0.9156999226604795,0.49685270667226183,0.7693935119887165
CatBoost,SMOTE,Tuned,0.4,0.853521821233739,0.6957856544794865,0.6589486858573217,0.5275551102204409,0.8775,0.72544080604534,0.9073724007561437,0.6042803189257239,0.7747204237786933
CatBoost,SMOTE,Tuned,0.45,0.853521821233739,0.7370918224951158,0.6726893676164003,0.5768772348033373,0.8066666666666666,0.7803171641791045,0.8782152230971129,0.7020562316407889,0.7471441803025625
CatBoost,SMOTE,Tuned,0.5,0.853521821233739,0.7870499581356405,0.6978217821782178,0.6649056603773585,0.7341666666666666,0.8355957767722474,0.8587245349867139,0.8136802349979018,0.7191836734693877
CatBoost,SMOTE,Tuned,0.55,0.853521821233739,0.8194250627965393,0.7073722297602895,0.7734915924826904,0.6516666666666666,0.8694248234106963,0.8374805598755832,0.9039026437263953,0.6728618138014111
CatBoost,SMOTE,Tuned,0.6,0.853521821233739,0.8177504884175272,0.6791154791154791,0.8275449101796407,0.5758333333333333,0.8727343597739232,0.8147743813682679,0.9395719681074276,0.6131322094055013
CatBoost,SMOTE,Tuned,0.65,0.853521821233739,0.7923527770025118,0.6025641025641025,0.8392857142857143,0.47,0.859463543634303,0.7815183785640674,0.9546789760805707,0.5153508771929824
MLPClassifier,SMOTE,Baseline,0.35,0.8293740383270387,0.7437901200111638,0.6561797752808989,0.5959183673469388,0.73,0.7958185053380783,0.8466635115948887,0.7507343684431389,0.6985645933014354
MLPClassifier,SMOTE,Baseline,0.4,0.8293740383270387,0.7527211833658946,0.6576506955177743,0.6131123919308358,0.7091666666666666,0.8064657055482743,0.841002277904328,0.7746537977339488,0.6876212023270847
MLPClassifier,SMOTE,Baseline,0.45,0.8293740383270387,0.7585821936924365,0.658507698381366,0.6256564141035259,0.695,0.8132959205698251,0.8373333333333334,0.7906000839278221,0.6799282569704875
MLPClassifier,SMOTE,Baseline,0.5,0.8293740383270387,0.7655595869383198,0.6618357487922706,0.6401869158878505,0.685,0.8205894916702264,0.8355806872553284,0.8061267310113303,0.6755424063116371
MLPClassifier,SMOTE,Baseline,0.55,0.8293740383270387,0.7730951716438739,0.663632602399669,0.6589975349219392,0.6683333333333333,0.8288060644346178,0.8317836010143702,0.8258497691984893,0.6664450722951637
MLPClassifier,SMOTE,Baseline,0.6,0.8293740383270387,0.7758861289422272,0.6581524052788421,0.6727589208006962,0.6441666666666667,0.8332987336516504,0.8245686113393591,0.8422156945027277,0.6496890233652715
MLPClassifier,SMOTE,Baseline,0.65,0.8293740383270387,0.7786770862405805,0.6526500219010074,0.6879039704524469,0.6208333333333333,0.8375998361662912,0.818,0.8581619806966009,0.6331803501614822
MLPClassifier,SMOTE,Tuned,0.35,0.7911672961253323,0.7393245883337984,0.6252006420545746,0.6029411764705882,0.6491666666666667,0.8001711596063329,0.8162374508948058,0.7847251363827109,0.6393630991464215
MLPClassifier,SMOTE,Tuned,0.4,0.7911672961253323,0.7432319285514931,0.6204620462046204,0.6143790849673203,0.6266666666666667,0.8059890341628005,0.8100890207715133,0.8019303399076794,0.6241699867197875
MLPClassifier,SMOTE,Tuned,0.45,0.7911672961253323,0.7443483114708345,0.6105442176870748,0.6232638888888888,0.5983333333333334,0.8097216452014956,0.8017276840806252,0.8178766261015527,0.6031586021505376
MLPClassifier,SMOTE,Tuned,0.5,0.7911672961253323,0.7482556516885291,0.6085069444444444,0.634963768115942,0.5841666666666666,0.8144796380090498,0.7987091569181122,0.8308854385228703,0.5936653116531165
MLPClassifier,SMOTE,Tuned,0.55,0.7911672961253323,0.7460228858498466,0.5973451327433629,0.6367924528301887,0.5625,0.814512841418671,0.7919143876337693,0.8384389425094418,0.575938566552901
MLPClassifier,SMOTE,Tuned,0.6,0.7911672961253323,0.7465810773095172,0.5898825654923215,0.6439842209072978,0.5441666666666667,0.8166397415185783,0.7870766835344492,0.8485102811582039,0.5615755073959409
MLPClassifier,SMOTE,Tuned,0.65,0.7911672961253323,0.7471392687691878,0.5797773654916512,0.6537656903765691,0.5208333333333334,0.8191616766467066,0.7811191473163304,0.8610994544691565,0.542911744266852
Logistic Regression,UnderSampler,Baseline,0.35,0.8430343404671983,0.6558749651130338,0.6322696093050999,0.4923362749651649,0.8833333333333333,0.6766325727773407,0.9020979020979021,0.541334452370961,0.76226089457788
Logistic Regression,UnderSampler,Baseline,0.4,0.8430343404671983,0.6935528886408038,0.6544996853366898,0.5257836198179979,0.8666666666666667,0.7246740220661986,0.9003115264797508,0.6063785144775493,0.7671879610504574
Logistic Regression,UnderSampler,Baseline,0.45,0.8430343404671983,0.7301144292492325,0.6753944276602887,0.5654862282181,0.8383333333333334,0.769047050394077,0.8924611973392461,0.6756189676877885,0.7645538835689315
Logistic Regression,UnderSampler,Baseline,0.5,0.8430343404671983,0.7574658107730952,0.689087656529517,0.6037617554858934,0.8025,0.8011896591169069,0.880784708249497,0.7347880822492656,0.7529319781078968
Logistic Regression,UnderSampler,Baseline,0.55,0.8430343404671983,0.7811889478090985,0.6984615384615385,0.6485714285714286,0.7566666666666667,0.8282961016206746,0.8662391204764086,0.7935375577003777,0.7322580645161291
Logistic Regression,UnderSampler,Baseline,0.6,0.8430343404671983,0.7901200111638292,0.6945572705117791,0.6774960380348652,0.7125,0.8401360544217688,0.8513571736320551,0.82920688208141,0.7052128010557571
Logistic Regression,UnderSampler,Baseline,0.65,0.8430343404671983,0.7987719787887245,0.6909558508358337,0.7113857016769638,0.6716666666666666,0.8508172977446721,0.8391836734693877,0.8627780109106169,0.6792516433507501
Logistic Regression,UnderSampler,Tuned,0.35,0.847950937194013,0.6385710298632431,0.6240928882438317,0.47884187082405344,0.8958333333333334,0.651975275463585,0.906576980568012,0.5090222408728493,0.7629524485450674
Logistic Regression,UnderSampler,Tuned,0.4,0.847950937194013,0.6787608149595311,0.6457371498922746,0.5119570522205954,0.8741666666666666,0.7061526678580546,0.9015645371577575,0.580360889634914,0.7658052270404438
Logistic Regression,UnderSampler,Tuned,0.45,0.847950937194013,0.7178342171364778,0.6694998365478915,0.5508337816030123,0.8533333333333334,0.7538349159970782,0.8979118329466357,0.6496013428451531,0.7688842168493768
Logistic Regression,UnderSampler,Tuned,0.5,0.847950937194013,0.7605358638012838,0.6948790896159317,0.6060794044665012,0.8141666666666667,0.802939825447864,0.8868594622019279,0.7335291649181703,0.7618527760449157
Logistic Regression,UnderSampler,Tuned,0.55,0.847950937194013,0.7828635221881105,0.7012288786482335,0.6502849002849003,0.7608333333333334,0.8294607628233231,0.8682882055988986,0.7939571968107427,0.7358156028368794
Logistic Regression,UnderSampler,Tuned,0.6,0.847950937194013,0.7990510745185598,0.7063621533442088,0.6916932907348243,0.7216666666666667,0.8472634705133645,0.8567138567138567,0.8380193033990768,0.7154659616655651
Logistic Regression,UnderSampler,Tuned,0.65,0.847950937194013,0.7929109684621826,0.6782307025151778,0.7070524412296564,0.6516666666666666,0.8473251028806584,0.8312474767864352,0.8640369282417121,0.6620386048086692
LDA,UnderSampler,Baseline,0.35,0.846558259896489,0.6648060284677645,0.6385795967499248,0.4997644842204428,0.8841666666666667,0.6874837366640645,0.9047945205479452,0.5543432647922787,0.7662862920699118
LDA,UnderSampler,Baseline,0.4,0.846558259896489,0.6974602288584985,0.6576121288692356,0.529501525940997,0.8675,0.729,0.9016697588126159,0.6118338229122954,0.7692876145433047
LDA,UnderSampler,Baseline,0.45,0.846558259896489,0.7309517164387385,0.6771600803750837,0.5660694288913773,0.8425,0.769377990430622,0.8948247078464107,0.6747796894670584,0.7675372001214698
LDA,UnderSampler,Baseline,0.5,0.846558259896489,0.7594194808819426,0.6923625981441828,0.6054931335830213,0.8083333333333333,0.8024747937671861,0.883897021706209,0.7347880822492656,0.7575757575757576
LDA,UnderSampler,Baseline,0.55,0.846558259896489,0.7792352777002511,0.6979763268423063,0.6441155743481325,0.7616666666666667,0.8260391466901253,0.8678373382624769,0.7880822492656315,0.7348448303585785
LDA,UnderSampler,Baseline,0.6,0.846558259896489,0.7940273513815239,0.7014563106796117,0.6816037735849056,0.7225,0.8427780144865786,0.8559065339679792,0.8300461603021402,0.7139328063241107
LDA,UnderSampler,Baseline,0.65,0.846558259896489,0.7959810214903712,0.6864006864006864,0.7073386383731212,0.6666666666666666,0.8488107549120992,0.8368678629690048,0.8610994544691565,0.6744225257123588
LDA,UnderSampler,Tuned,0.35,0.846558259896489,0.6648060284677645,0.6385795967499248,0.4997644842204428,0.8841666666666667,0.6874837366640645,0.9047945205479452,0.5543432647922787,0.7662862920699118
LDA,UnderSampler,Tuned,0.4,0.846558259896489,0.6974602288584985,0.6576121288692356,0.529501525940997,0.8675,0.729,0.9016697588126159,0.6118338229122954,0.7692876145433047
LDA,UnderSampler,Tuned,0.45,0.846558259896489,0.7309517164387385,0.6771600803750837,0.5660694288913773,0.8425,0.769377990430622,0.8948247078464107,0.6747796894670584,0.7675372001214698
LDA,UnderSampler,Tuned,0.5,0.846558259896489,0.7594194808819426,0.6923625981441828,0.6054931335830213,0.8083333333333333,0.8024747937671861,0.883897021706209,0.7347880822492656,0.7575757575757576
